TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,TransactionSize,Target
292.08,Debit,Columbus,ATM,72.0,Retired,32.0,1.0,7950.48,Lansia,Sedang,1
63.98,Debit,Baltimore,Online,54.0,Doctor,258.0,1.0,7954.12,Dewasa,Sedikit,1
235.21,Debit,Boston,Branch,67.0,Doctor,74.0,1.0,5946.61,Lansia,Sedang,1
201.73,Debit,Baltimore,Online,57.0,Engineer,78.0,1.0,6650.71,Dewasa,Sedang,1
161.31,Debit,Nashville,ATM,28.0,Student,13.0,1.0,1268.67,Dewasa Muda,Sedikit,2
18.41,Debit,Atlanta,Branch,53.0,Doctor,168.00000000000003,1.0,8287.54,Dewasa,Sedikit,1
471.75,Credit,San Jose,Branch,34.0,Doctor,41.0,1.0,12948.5,Dewasa Muda,Sedang,0
290.02,Debit,Milwaukee,Branch,55.0,Engineer,246.0,1.0,4746.71,Dewasa,Sedang,2
48.05,Debit,New York,Branch,27.0,Engineer,37.99999999999999,1.0,5334.97,Dewasa Muda,Sedikit,2
359.42,Debit,Baltimore,Branch,55.0,Doctor,30.0,1.0,1765.45,Dewasa,Sedang,1
32.91,Debit,Fort Worth,Online,19.0,Student,255.0,1.0,427.3,Remaja,Sedikit,3
3.8000000000000003,,Denver,Branch,67.0,Retired,140.0,1.0,6285.39,Lansia,Sedikit,1
31.81,Debit,Fort Worth,Online,51.0,Retired,149.0,1.0,1406.6,Dewasa,Sedikit,3
220.2,Debit,Boston,Online,28.0,Student,102.0,1.0,1075.15,Dewasa Muda,Sedang,1
476.03,Credit,Houston,Branch,77.0,Retired,99.0,1.0,5958.34,Lansia,Sedang,3
141.91,Debit,Miami,Branch,23.0,Student,49.0,1.0,791.9699999999999,Remaja,Sedikit,2
95.83,Debit,Washington,Online,27.0,Student,91.0,1.0,1726.4,Dewasa Muda,Sedikit,0
51.15,Credit,Los Angeles,Branch,46.0,Engineer,199.0,1.0,8992.25,Dewasa,Sedikit,3
50.75,Debit,Boston,ATM,62.0,Doctor,185.0,1.0,8271.47,Lansia,Sedikit,1
185.07,Debit,Colorado Springs,Branch,22.0,Student,159.0,1.0,636.42,Remaja,Sedikit,1
293.54,Debit,Sacramento,Online,40.0,Engineer,45.0,1.0,2290.1,Dewasa Muda,Sedang,0
285.26,Debit,Atlanta,ATM,28.0,Student,93.0,1.0,167.72,Dewasa Muda,Sedang,1
129.48,Debit,Seattle,ATM,31.0,Engineer,179.0,1.0,7581.7,Dewasa Muda,Sedikit,0
743.03,Debit,New York,ATM,50.0,Engineer,174.0,1.0,4111.38,Dewasa,Sedang,2
297.86,Credit,Milwaukee,ATM,28.0,Student,96.0,1.0,1680.14,Dewasa Muda,Sedang,2
231.92,Debit,Indianapolis,ATM,66.0,Doctor,12.0,1.0,5715.08,Lansia,Sedang,3
295.82,Credit,Chicago,Branch,47.0,Engineer,45.99999999999999,1.0,5897.73,Dewasa,Sedang,1
302.86,,Los Angeles,Online,55.0,Doctor,275.0,1.0,5239.24,Dewasa,Sedang,3
81.08,Debit,Omaha,ATM,58.0,Engineer,56.0,1.0,7788.910000000001,Dewasa,Sedikit,2
775.6,Credit,Mesa,Branch,79.0,Retired,158.0,1.0,3898.6400000000003,Lansia,Sedang,2
211.91,Debit,Indianapolis,Online,20.0,Student,181.0,1.0,927.4699999999999,Remaja,Sedang,3
17.21,Debit,Omaha,Online,23.0,Student,219.0,1.0,914.16,Remaja,Sedikit,2
124.22,Debit,Charlotte,ATM,23.0,Student,172.0,1.0,9695.04,Remaja,Sedikit,1
38.37,Debit,San Antonio,ATM,63.0,Doctor,135.0,1.0,8647.04,Lansia,Sedikit,0
269.79,Debit,San Jose,ATM,52.0,Engineer,17.0,1.0,1292.1,Dewasa,Sedang,0
605.42,Debit,Mesa,ATM,21.0,Student,33.0,1.0,392.34,Remaja,Sedang,2
29.19,Credit,Nashville,Branch,58.0,Doctor,41.0,1.0,12059.85,Dewasa,Sedikit,2
701.7,Credit,Seattle,Online,61.0,Retired,64.0,1.0,6643.24,Lansia,Sedang,0
862.34,Debit,Kansas City,Branch,57.0,Doctor,72.0,1.0,9903.48,Dewasa,Banyak,3
410.97,Debit,Los Angeles,,22.0,Student,45.0,1.0,151.42,Remaja,Sedang,3
36.97,Debit,Virginia Beach,Branch,41.0,Engineer,79.0,1.0,2850.92,Dewasa,Sedikit,0
137.59,Debit,Nashville,ATM,30.0,Doctor,95.0,1.0,10679.67,Dewasa Muda,Sedikit,2
168.11,Credit,New York,Online,51.0,Doctor,12.0,1.0,10652.13,Dewasa,Sedikit,2
430.98,Debit,Baltimore,Branch,24.0,Student,93.0,1.0,569.25,Remaja,Sedang,1
13.87,Debit,Phoenix,Branch,24.0,Student,20.0,1.0,954.83,Remaja,Sedikit,2
302.82,Debit,Jacksonville,ATM,36.0,Engineer,175.0,1.0,9384.54,Dewasa Muda,Sedang,3
406.81,Debit,New York,Online,66.0,Retired,84.00000000000001,1.0,1968.3600000000001,Lansia,Sedang,2
256.3,Debit,New York,Online,53.0,Retired,172.0,1.0,4203.05,Dewasa,Sedang,2
80.96,Credit,Jacksonville,Online,19.0,Student,97.0,1.0,959.9399999999999,Remaja,Sedikit,3
95.78,Debit,Atlanta,Online,22.0,Student,26.999999999999996,1.0,271.64,Remaja,Sedikit,1
379.54,Credit,Indianapolis,Branch,41.0,Doctor,118.0,1.0,12571.76,Dewasa,Sedang,3
903.19,Debit,El Paso,Online,22.0,Student,65.0,1.0,8627.08,Remaja,Banyak,3
847.45,Debit,Jacksonville,Branch,28.0,Student,175.0,1.0,422.32,Dewasa Muda,Banyak,3
295.18,Credit,Dallas,Branch,66.0,Doctor,30.999999999999996,1.0,12961.53,Lansia,Sedang,1
18.46,Debit,Charlotte,Branch,68.0,Retired,213.0,1.0,6381.6,Lansia,Sedikit,1
603.23,Debit,Detroit,Branch,28.0,Student,48.0,1.0,117.98000000000002,Dewasa Muda,Sedang,3
54.5,Credit,Philadelphia,Branch,57.0,Retired,147.0,1.0,1715.22,Dewasa,Sedikit,2
414.77,Debit,San Francisco,Online,29.0,Doctor,274.0,1.0,5599.81,Dewasa Muda,Sedang,0
886.19,Debit,Colorado Springs,Branch,61.0,Retired,69.00000000000001,1.0,7904.240000000001,Lansia,Banyak,1
440.03,Debit,San Jose,Online,49.0,Engineer,88.0,1.0,1490.44,Dewasa,Sedang,0
76.39,Debit,Denver,Branch,18.0,Student,219.0,1.0,5976.0,Remaja,Sedikit,1
595.91,Credit,San Antonio,ATM,19.0,Student,162.0,1.0,1673.76,Remaja,Sedang,0
6.03,Debit,Chicago,Branch,76.0,Retired,70.0,1.0,3290.72,Lansia,Sedikit,1
249.34,Debit,Charlotte,ATM,26.0,Engineer,197.0,1.0,3030.97,Dewasa Muda,Sedang,1
421.52,Debit,San Jose,Branch,20.0,Student,67.0,1.0,369.86,Remaja,Sedang,0
189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,1.0,6570.36,Dewasa,Sedikit,0
73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,1.0,2264.98,Lansia,Sedikit,1
188.13,Credit,Jacksonville,Online,75.0,Retired,198.0,1.0,5029.87,Lansia,Sedikit,3
30.52,Debit,Jacksonville,Branch,62.0,Doctor,122.0,1.0,12327.74,Lansia,Sedikit,3
170.24,Debit,San Francisco,Branch,62.0,Retired,133.0,1.0,5172.99,Lansia,Sedikit,0
56.62,Debit,Austin,Branch,54.0,Doctor,121.0,1.0,8981.1,Dewasa,Sedikit,1
53.14,Debit,Las Vegas,ATM,34.0,Doctor,70.0,1.0,7914.999999999999,Dewasa Muda,Sedikit,3
587.23,Debit,Omaha,Online,27.0,Student,144.0,1.0,500.84,Dewasa Muda,Sedang,2
21.27,Credit,Indianapolis,Online,62.0,Retired,114.0,1.0,7392.79,Lansia,Sedikit,3
76.02,Credit,Albuquerque,Online,34.0,Doctor,189.0,1.0,14765.41,Dewasa Muda,Sedikit,1
155.51,Debit,Raleigh,ATM,68.0,Doctor,15.0,1.0,5360.19,Lansia,Sedikit,0
135.15,Debit,Colorado Springs,Online,72.0,Retired,50.00000000000001,1.0,5878.14,Lansia,Sedikit,1
39.48,Debit,Omaha,ATM,56.0,Retired,37.99999999999999,1.0,5889.51,Dewasa,Sedikit,2
451.68,Debit,Houston,Online,33.0,Engineer,15.0,1.0,4381.54,Dewasa Muda,Sedang,3
355.0,Credit,Fort Worth,Online,26.0,Student,33.0,1.0,185.47,Dewasa Muda,Sedang,3
427.69,Debit,Raleigh,ATM,43.0,Engineer,236.0,1.0,2443.54,Dewasa,Sedang,0
254.86,Debit,Boston,Branch,23.0,Student,102.0,1.0,699.8999999999999,Remaja,Sedang,1
19.48,Debit,Dallas,ATM,27.0,Engineer,114.0,1.0,4739.59,Dewasa Muda,Sedikit,1
190.17,Debit,Baltimore,ATM,49.0,Doctor,265.0,1.0,12893.85,Dewasa,Sedikit,1
206.63,Credit,Oklahoma City,Online,59.0,Retired,128.0,1.0,7626.53,Dewasa,Sedang,2
93.22,Debit,Charlotte,Online,52.0,Retired,52.00000000000001,1.0,1014.6300000000001,Dewasa,Sedikit,1
547.98,Debit,Oklahoma City,ATM,28.0,Student,171.0,1.0,1358.54,Dewasa Muda,Sedang,2
641.06,Debit,Colorado Springs,ATM,23.0,Student,25.000000000000004,1.0,1602.13,Remaja,Sedang,1
836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.89,Lansia,Banyak,0
189.45,Credit,Boston,Branch,53.0,Doctor,61.99999999999999,1.0,12578.75,Dewasa,Sedikit,1
91.84,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.41,Lansia,Sedikit,2
609.52,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,Lansia,Sedang,0
859.3,Credit,Colorado Springs,Branch,78.0,Retired,68.00000000000001,1.0,1146.78,Lansia,Banyak,1
100.01,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,Dewasa,Sedikit,2
28.78,Credit,Tucson,Online,40.0,Doctor,51.00000000000001,1.0,680.5499999999998,Dewasa Muda,Sedikit,0
111.08,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,Lansia,Sedikit,1
52.23,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01,Dewasa Muda,Sedikit,0
78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.00000000000001,1.0,1360.85,Dewasa Muda,Sedikit,2
47.79,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,Remaja,Sedikit,1
333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,Dewasa,Sedang,3
30.87,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,Dewasa Muda,Sedikit,3
710.43,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,Lansia,Sedang,0
220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,Dewasa,Sedang,2
27.28,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,Dewasa Muda,Sedikit,1
101.52,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9000000000003,Dewasa,Sedikit,0
162.65,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,Dewasa,Sedikit,2
10.52,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,Dewasa,Sedikit,3
270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,Dewasa Muda,Sedang,3
247.58,Debit,San Antonio,ATM,39.0,Engineer,151.99999999999997,1.0,778.74,Dewasa Muda,Sedang,0
359.65,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.53,Remaja,Sedang,3
109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,Dewasa Muda,Sedikit,0
215.72,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,Dewasa Muda,Sedang,1
490.76,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,Lansia,Sedang,1
224.28,Debit,Chicago,Online,64.0,Retired,68.00000000000001,1.0,5767.51,Lansia,Sedang,1
608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,Dewasa,Sedang,3
840.16,Credit,Colorado Springs,Branch,20.0,Student,68.00000000000001,1.0,1236.76,Remaja,Banyak,1
203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,Dewasa,Sedang,2
90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,Dewasa Muda,Sedikit,1
60.11,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,Lansia,Sedikit,1
393.92,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,Lansia,Sedang,2
19.39,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,Dewasa,Sedikit,1
557.41,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,Lansia,Sedang,0
57.07,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,Dewasa Muda,Sedikit,1
395.27,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,Remaja,Sedang,2
289.05,Debit,New York,ATM,75.0,Retired,116.00000000000001,1.0,5683.49,Lansia,Sedang,2
46.11,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,Dewasa Muda,Sedikit,0
335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,Lansia,Sedang,0
388.07,Debit,Seattle,Online,24.0,Student,68.00000000000001,1.0,289.71,Remaja,Sedang,0
520.86,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,Dewasa,Sedang,0
787.41,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.87,Remaja,Sedang,2
31.699999999999996,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.8999999999999,Dewasa,Sedikit,0
22.3,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,Remaja,Sedikit,2
203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.39,Dewasa,Sedang,0
315.94,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.709999999999,Dewasa,Sedang,0
0.26,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,Remaja,Sedikit,2
210.77,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,Lansia,Sedang,2
406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,Dewasa,Sedang,2
422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,Dewasa Muda,Sedang,0
20.62,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,Dewasa Muda,Sedikit,2
174.39,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,Remaja,Sedikit,0
7.859999999999999,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,Lansia,Sedikit,0
54.85,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,Dewasa,Sedikit,0
16.55,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,Dewasa Muda,Sedikit,0
91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,Dewasa,Sedikit,2
49.62,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.4199999999996,Dewasa,Sedikit,0
487.16,Credit,Los Angeles,Branch,28.0,Student,84.00000000000001,1.0,321.21,Dewasa Muda,Sedang,3
405.6,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,Dewasa Muda,Sedang,0
512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,Dewasa,Sedang,1
345.94,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,Dewasa Muda,Sedang,0
356.56,Debit,New York,Online,47.0,Engineer,52.00000000000001,1.0,2485.73,Dewasa,Sedang,2
10.31,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,Dewasa Muda,Sedikit,2
211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,Dewasa Muda,Sedang,1
221.49,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,Remaja,Sedang,2
278.23,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,Dewasa,Sedang,3
116.88,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.339999999999,Dewasa,Sedikit,2
328.77,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,Dewasa Muda,Sedang,0
77.53,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,Dewasa,Sedikit,2
421.74,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,Lansia,Sedang,0
313.69,Debit,Oklahoma City,Branch,73.0,Retired,151.99999999999997,1.0,7093.68,Lansia,Sedang,2
411.72,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,Dewasa Muda,Sedang,0
508.73,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,Dewasa,Sedang,1
153.08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,Remaja,Sedikit,2
23.01,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,Lansia,Sedikit,3
69.28,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.7399999999999,Remaja,Sedikit,3
51.25,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,Dewasa Muda,Sedikit,1
407.65,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,Remaja,Sedang,1
459.25,Debit,Tucson,Branch,25.0,Student,59.00000000000001,1.0,130.76,Remaja,Sedang,0
301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,Dewasa,Sedang,0
17.67,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,Lansia,Sedikit,0
5.29,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,Dewasa Muda,Sedikit,0
401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,Dewasa,Sedang,3
145.4,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,Dewasa Muda,Sedikit,0
556.34,Debit,Seattle,Online,37.0,Doctor,45.99999999999999,1.0,11935.14,Dewasa Muda,Sedang,0
34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,Remaja,Sedikit,2
780.59,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,Remaja,Sedang,0
282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,Dewasa Muda,Sedang,3
305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,Lansia,Sedang,3
185.81,Debit,Austin,Online,32.0,Doctor,116.00000000000001,1.0,9588.71,Dewasa Muda,Sedikit,1
66.01,Debit,Milwaukee,Online,49.0,,179.0,1.0,3475.99,Dewasa,Sedikit,2
447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.399999999999,Dewasa Muda,Sedang,0
279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,Remaja,Sedang,2
611.15,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,Dewasa Muda,Sedang,3
275.2,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,Dewasa,Sedang,2
427.79,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,Remaja,Sedang,0
469.13,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.28,Dewasa,Sedang,0
102.81,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,Lansia,Sedikit,0
22.61,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,Remaja,Sedikit,0
68.28,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,Dewasa,Sedikit,1
33.65,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,Lansia,Sedikit,2
362.68,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,Lansia,Sedang,2
73.23,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,Remaja,Sedikit,0
654.49,Credit,Austin,Online,25.0,Student,104.0,1.0,164.61,Remaja,Sedang,1
18.56,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,Dewasa,Sedikit,2
389.05,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,Dewasa Muda,Sedang,1
66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1,Dewasa Muda,Sedikit,0
335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,Dewasa,Sedang,2
38.14,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,Remaja,Sedikit,1
360.02,Debit,Dallas,Online,68.0,Retired,68.00000000000001,1.0,6400.59,Lansia,Sedang,1
567.71,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,Lansia,Sedang,2
218.19,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.83,Remaja,Sedang,1
209.99,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,Remaja,Sedang,1
11.02,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,Remaja,Sedikit,0
83.43,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.16,Dewasa,Sedikit,2
344.97,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,Dewasa Muda,Sedang,1
172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,Dewasa Muda,Sedikit,3
195.54,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,Dewasa,Sedikit,2
101.23,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,Dewasa,Sedikit,1
180.46,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.7499999999999,Remaja,Sedikit,3
692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,Dewasa,Sedang,1
147.31,Credit,Mesa,Online,34.0,Doctor,91.99999999999999,1.0,13625.52,Dewasa Muda,Sedikit,2
107.48,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.39,Remaja,Sedikit,3
81.51,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.4899999999999,Remaja,Sedikit,0
365.48,Credit,Seattle,Online,76.0,Retired,215.99999999999997,1.0,7147.4,Lansia,Sedang,0
491.1,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,Dewasa Muda,Sedang,3
452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,Lansia,Sedang,3
645.04,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,Lansia,Sedang,2
169.28,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,Dewasa,Sedikit,2
88.42,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,Lansia,Sedikit,3
155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,Dewasa Muda,Sedikit,1
39.24,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,Lansia,Sedikit,1
78.77,Credit,Las Vegas,ATM,48.0,Engineer,50.00000000000001,1.0,6470.57,Dewasa,Sedikit,3
26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,Dewasa,Sedikit,3
83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,Dewasa,Sedikit,0
142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,Lansia,Sedikit,0
55.99,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.61,Dewasa Muda,Sedikit,3
774.48,Debit,Louisville,Branch,61.0,Doctor,30.999999999999996,1.0,11613.58,Lansia,Sedang,2
105.37,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.55,Remaja,Sedikit,0
118.83,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3,Dewasa Muda,Sedikit,0
46.22,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.2799999999999,Remaja,Sedikit,0
659.71,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.86,Remaja,Sedang,0
377.97,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,Lansia,Sedang,2
114.1,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,Lansia,Sedikit,1
11.3,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.99,Dewasa,Sedikit,2
95.5,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,Dewasa,Sedikit,2
130.93,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,Dewasa Muda,Sedikit,3
272.97,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.310000000001,Lansia,Sedang,1
73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.84,Remaja,Sedikit,0
29.94,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,Dewasa,Sedikit,0
50.52,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.19,Remaja,Sedikit,1
820.46,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,Dewasa,Banyak,3
153.07,Debit,Detroit,ATM,56.0,Engineer,116.00000000000001,1.0,8873.43,Dewasa,Sedikit,3
52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,Dewasa,Sedikit,0
384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,Dewasa,Sedang,3
235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,Dewasa,Sedang,2
114.23,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,Dewasa,Sedikit,1
12.62,Debit,El Paso,Branch,33.0,Doctor,61.00000000000001,1.0,6420.47,Dewasa Muda,Sedikit,3
373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,Dewasa Muda,Sedang,1
336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.05,Dewasa Muda,Sedang,0
366.93,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,Lansia,Sedang,3
112.27,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,Dewasa,Sedikit,0
494.9599999999999,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,Dewasa Muda,Sedang,0
561.58,Debit,Sacramento,Online,65.0,Doctor,22.999999999999996,1.0,11748.86,Lansia,Sedang,0
440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,Dewasa,Sedang,0
71.9,Debit,Los Angeles,Branch,29.0,Doctor,51.00000000000001,1.0,10619.35,Dewasa Muda,Sedikit,3
256.66,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,Dewasa,Sedang,0
166.55,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,Dewasa,Sedikit,3
276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.88999999999999,Dewasa,Sedang,2
35.46,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,Lansia,Sedikit,3
38.14,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,Dewasa,Sedikit,0
506.25999999999993,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,Lansia,Sedang,1
736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,Dewasa Muda,Sedang,3
389.43,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,Dewasa,Sedang,1
